城市代码,页码,offset,酒店ID,酒店名称,image_url,酒店链接,评分,评论数,排名描述,排名,排名总数,地址,电话,纬度,经度,城市,最低价格,显示价格,价格区间最低,价格区间最高,住宿类型,酒店风格,亮点设施,促销标签,旅行者之选,旅行者之选奖项,平台SEO摘要,用户评论摘录,用户评论用户名,酒店描述
london,67,1980,251746,Hotel Edward Paddington,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/02/ff/89/hotel-edward-paddington.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d251746-Reviews-Hotel_Edward_Paddington-London_England.html,2.9,761,"#988 of 1,209 hotels in London",2162,3462,"1A Spring Street Paddington, London W2 3RA England",+44 20 7262 2671,51.514214,-0.175102,London,,,130,449,Hotel,,Air conditioning,,否,,"Convenient hotel near Paddington Station and Hyde Park. Clean rooms with comfortable beds. Close to transportation, bars, restaurants, and major attractions. Great value for a central London stay.",,,"Small budget hotel offering comfortable and affordable accommodations; situated near Paddington Station, Hyde Park and Oxford Street. Edward Hotel offers 24/7 Reception, daily housekeeping, chargeable private car park, air condition and en suite bedrooms."
london,168,5010,195153,Britannia International Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d9/9c/a0/caption.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d195153-Reviews-Britannia_International_Hotel-London_England.html,2.8,5599,"#1,128 of 1,209 hotels in London",3134,3462,"163 Marsh Wall, London E14 9SJ England",+44 871 222 0042,51.50179,-0.02351,London,,,1322,1439,Hotel,,Restaurant|Bar/Lounge|Air conditioning,,否,,"Conveniently located near the Thames and Canary Wharf tube station, this budget-friendly hotel offers easy access to public transport, dining, and attractions like the O2 arena. Quiet atmosphere.",,,"Modern hotel situated in Canary Wharf, London's popular Docklands area. Canary Wharf, Jubilee line underground station is a 5 minute walk away. DLR stations South Quay and Heron Quay are within 5 minutes walking distance. Enjoy the shopping and lively atmosphere of Canary Wharf."
london,75,2220,199115,Berjaya Eden Park London Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a0/a5/b5/hotel-lobby.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d199115-Reviews-Berjaya_Eden_Park_London_Hotel-London_England.html,2.8,1185,"#1,057 of 1,209 hotels in London",2671,3462,"35-39 Inverness Terrace, London W2 3JS England",+44 20 7221 2220,51.512146,-0.186616,London,,,114,222,Hotel,,Restaurant|Free Wifi,,否,,"Conveniently located near Hyde Park and Queensway station, with easy access to tube lines, dining, and shops. Features newly refurbished rooms, helpful staff, and good value for tourists.",Room 230 Very creeky floors and maze like building.. Windows have huge gaps allowing in all the noice and the curtains let in all the light. I was woken up at 6am every morning! By light or noice For 4x nights...,Craig R,"In the heart of Bayswater, Berjaya Eden Park London Hotel offers a comfortable stay in an elegant 19th century architecture. The hotel is close to Kensington Gardens and Hyde Park. Location wise, both Bayswater Station and Queensway Station are conveniently within walking distance. Immerse yourself in our Bayswater hotel and experience an unforgettable sojourn with quintessential English charm."
london,30,870,1056130,Kings Cross Inn Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/21/be/dc/exterior.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d1056130-Reviews-Kings_Cross_Inn_Hotel-London_England.html,2.8,1167,"#1,097 of 1,209 hotels in London",2965,3462,"9-11 Euston Road, London NW1 2SA England",+44 20 7833 9510,51.530262,-0.122779,London,,,105,280,Hotel,,Air conditioning,,否,,"Hotel near Kings Cross station with easy access to public transport, restaurants, and Euston Road. Features tea/coffee facilities, some modern amenities, helpful staff, and renovated bathrooms.",,,"Looking for a place to stay in London? Then look no further than Kings Cross Inn Hotel, a hotel that brings the best of London to your doorstep.
Paid internet access is offered to guests, and rooms at Kings Cross Inn Hotel offer a flat screen TV, air conditioning, and a refrigerator.
During your stay, take advantage of some of the amenities offered, including 24 hour front desk and baggage storage. Guests of Kings Cross Inn Hotel are also welcome to enjoy breakfast buffet, located on site.
Nearby landmarks such as Covent Garden (1.3 mi) and Coca-Cola London Eye (1.9 mi) make Kings Cross Inn Hotel a great place to stay when visiting London.
London has plenty of Greek restaurants. So when you’re here, be sure to check out popular spots like Daphne Restaurant, Andy's Greek Taverna, and Suvlaki Shoreditch, which are serving up some great dishes.
During your visit, be sure to check out The British Museum (0.8 mi), which is a popular attraction within walking distance of the hotel.
We’re sure you’ll enjoy your stay at Kings Cross Inn Hotel as you experience everything London has to offer."
london,55,1620,209138,The Tophams Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/34/f0/4a/the-tophams-hotel-belgravia.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d209138-Reviews-The_Tophams_Hotel-London_England.html,2.6,1829,"#903 of 1,209 hotels in London",1577,3462,"24-32 Ebury Street, London SW1W 0LU England",+44 20 7730 3313,51.49573,-0.147695,London,,,215,459,Hotel,,Restaurant|Bar/Lounge|Air conditioning|Free Wifi,,否,,"Charming boutique hotel near Victoria Station on a quiet street. Elegant, clean rooms with a cozy bar/lounge. Conveniently located near Buckingham Palace, restaurants, shops, and city attractions.",,,"Tophams Hotel opened in summer 2008 as a boutique hotel in the heart of the exclusive Belgravia area. In November 2018, Imperial Kensington took over the hotel. As the new owners, our aim is to re-establish Tophams as a luxury hotel, offering our guests comfort and traditional standards of service with lots of surprising individual touches that help maintain the original charm and, essentially, the English quirkiness.

We are currently undertaking the last stages of property refurbishment, working as discreetly as possible to ensure minimal disruption to you, our guests.

Our restaurant is open for breakfast, offering both a buffet and à la carte menu, and our bar provides a welcoming space to relax with a drink at the end of the day.

Located in one of London’s most desirable areas, Belgravia is a quiet residential neighbourhood within easy walking distance of Victoria British Rail and Coach Station. Ideally situated just 800 metres from Buckingham Palace, we're only steps away from"
london,66,1950,195394,Britannia Hampstead Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d9/9e/e7/caption.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d195394-Reviews-Britannia_Hampstead_Hotel-London_England.html,2.4,1412,"#1,152 of 1,209 hotels in London",3240,3462,"Primrose Hill Road Hampstead, London NW3 3NA England",+44 20 7586 2233,51.544434,-0.162392,London,,,85,254,Hotel,,Restaurant|Bar/Lounge,,否,,"Budget-friendly hotel near Chalk Farm tube station with convenient access to local dining options. Features friendly staff and good value for money, ideal for exploring the area.",,,"Commercial Hotel on the north side of Regent's Park in residential Hampstead, 15 minutes from the West End & main line stations. In vicinity of Camden town- London Zoo and Lords cricket ground. Emirates stadium is less than 4 miles."
london,79,2340,243672,Wedgewood Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6e/12/0b/wedgewood-hotel.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d243672-Reviews-Wedgewood_Hotel-London_England.html,2.4,895,"#1,138 of 1,209 hotels in London",3178,3462,"49-51 Leinster Square, London W2 4PU England",+44 20 7229 8990,51.513596,-0.192641,London,,,74,176,Hotel,,,Breakfast included,否,,"Located on a quiet street near Queensway Road and Hyde Park, this hotel offers easy access to restaurants, pubs, and shops. Cozy rooms ideal for short stays. Convenient location for exploring nearby attractions.",,,"Set in the heart of Bayswater, 15 miles to Heathrow Intl Airport; beautifully appointed guest rooms that are clean & comfortable."
london,31,900,192039,Cheshire Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/66/65/c6/caption.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d192039-Reviews-Cheshire_Hotel-London_England.html,2.3,734,"#1,160 of 1,209 hotels in London",3279,3462,"110 Great Russell Street, London WC1B 3NA England",+44 20 7637 7777,51.517437,-0.129198,London,,,120,273,Hotel,,Free Wifi,,否,,"Centrally located budget hotel in London's West End near Tottenham Court Road station. Offers clean, comfortable rooms and easy access to attractions and the Underground. Great base for exploring the city.","This is a pretty ropey hotel. I just wish I had looked at trip advisor first before booking.
The location is great I have to say, some nice places to eat literally just outside the hotel, including a great coffee...",Stuart P,"Finding an ideal hotel in London does not have to be difficult. Welcome to Cheshire Hotel, a nice option for travellers like you.
Nearby landmarks such as Westminster Abbey (1.2 mi) and Harrods (1.9 mi) make Country Inn London a great place to stay when visiting London.
You’ll enjoy relaxing rooms that offer a flat screen TV, a desk, and a seating area, and you can stay connected during your stay as London Country Inn offers guests public wifi.
The hotel features 24 hour front desk, a coffee shop, and express check-in and check-out. Plus, London Country Inn offers breakfast, providing a pleasant respite from your busy day.
While visiting London, you may want to try some crab at one of the nearby restaurants, such as Coppa Club - Tower Bridge, Restaurant Gordon Ramsay, or Aqua Shard.
If you’re looking for something to do, Coca-Cola London Eye (1.1 mi), The British Museum (0.2 mi), and Churchill War Rooms (1.0 mi) are a nice way to spend some time, and they are all within walking distance of London Country Inn.
Cheshire Hotel looks forward to welcoming you on your visit to London."
london,86,2550,262119,Oxford Hotel London,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/79/4d/a7/oxford-hotel-london.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d262119-Reviews-Oxford_Hotel_London-London_England.html,2.3,21,"#1,144 of 1,209 hotels in London",3202,3462,"12-24 Penywern Road, London SW5 9SU England",+44 20 4513 2576,51.491165,-0.193437,London,,,102,275,Hotel,,Family Friendly,,否,,"Centrally located hotel near a tube station, offering convenient access to transportation. Some rooms are clean and tidy. Travelers appreciate its proximity to attractions and ease of getting around.","Well I have booked from Hotels.com seeing their 4.1 rating there, but I should have checked google reviews honestly.
Beware, they will charge you an upfront 100 pounds as a ""deposit"", and they may afterwards charge...",Safari15784148395,"Welcome to Oxford Hotel London, a lovely boutique hotel for travelers like you. Given the close proximity of popular landmarks, such as Harrods (1.4 mi) and Buckingham Palace (2.4 mi), guests of Oxford Hotel London can easily experience some of London's most well known attractions. Internet access is offered to guests, and rooms at Oxford Hotel London offer a flat screen TV, hairdryer , fridge, smart lighting, coffee and tea station and air conditioning. During your stay, take advantage of some of the amenities offered, including a 24 hour front desk, baggage storage, and express check-in and check-out. Looking to explore? Then look no further than Natural History Museum (0.8 mi), V&A - Victoria and Albert Museum (1.0 mi), and Science Museum (0.9 mi), which are some popular London attractions – all conveniently located within walking distance of the hotel. Oxford Hotel London looks forward to welcoming you on your visit to London."
new_york,2,30,15237449,Artezen Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b2/24/f7/entrance.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d15237449-Reviews-Artezen_Hotel-New_York_City_New_York.html,4.9,912,#4 of 525 hotels in New York City,4,776,"24 John Street, New York City, NY 10038-4020",+1 212-566-5511,40.709583,-74.00874,New York City,$265,$265,217,622,Hotel,,Fitness centre|Air conditioning|Airport transportation|Free Wifi,,是,2026 Travelers' Choice,"Centrally located in the Financial District near subway stations, major attractions, and dining options. Clean, modern rooms with Nespresso machines. On-site gym, yoga room, and rooftop bar.",,,The Artezen Hotel is a Financial District hotel featuring luxury rooms with modern amenities ideally situated in the heart of Lower Manhattan.
new_york,1,0,223019,Broadway Plaza Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/91/53/4e/caption.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d223019-Reviews-Broadway_Plaza_Hotel-New_York_City_New_York.html,4.9,624,#2 of 525 hotels in New York City,2,776,"1155 Broadway, New York City, NY 10001",+1 212-679-7665,40.744442,-73.989044,New York City,$170,$170,248,690,Hotel,,Air conditioning|Airport transportation|Free Wifi,,是,2026 Travelers' Choice Best of the Best,"Boutique-style hotel in Manhattan's Flatiron district with spacious, modern rooms and stylish decor. Central location near shops, restaurants, and Broadway shows. Offers excellent views of the Empire State Building, top-notch concierge service, and family-friendly amenities.",,,"Overlooking the corner of 27th and Broadway, our intimate 69-room boutique hotel puts you just steps from New York's most beloved and famous attractions and buildings. Conveniently located in the heart of NOMAD, you can be anywhere you need to be within 15-20 minutes of our front door. Major subway lines are located just 1 block from the hotel. Having just completed a major renovation of all guestrooms, bathrooms and hallways in April 2025, we now feature 8 guestrooms with outdoor terraces that offer spectacular views of the Empire State Building as do approximately 65% of all guestrooms. Come and be spolied with our attentive and friendly customer service coupled with a true 4 star product that provides an array of in room amenities. Enjoy local dining with a diverse variety of restaurants and lounges in one of the most popular areas of the city. We hope to see you soon!!!"
new_york,5,120,23528665,Pendry Manhattan West,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/53/f1/6e/pendry-manhattan-west.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d23528665-Reviews-Pendry_Manhattan_West-New_York_City_New_York.html,4.9,534,#40 of 525 hotels in New York City,41,776,"438 W 33rd St, New York City, NY 10001-2601",+1 212-933-7000,40.753796,-73.997986,New York City,$772,$772,734,1821,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Upscale hotel with Japanese-inspired design near Hudson Yards and the High Line. Spacious, clean rooms, vibrant bar, and acclaimed restaurant. Convenient to shopping, dining, and local attractions.",,,"Pendry Manhattan West enjoys easy access to an array of attractions, including some of the finest shopping, dining and culture in New York and the redeveloped Empire Station Complex which includes Madison Square Garden and Moynihan Train Hall. Home to 164 guest rooms, including 30 suites, each featuring interiors by world-renowned Gachot Studios. The guest room experience brings a calming sensibility to the city’s bustling environment with a neutral color palette, warm details and textures and the modern amenities synonymous with Pendry’s contemporary luxury sensibility. Pendry Manhattan West welcomes hotel guests with four unique food and beverage destinations, including signature restaurant, Zou Zou's, cocktail lounge, Chez Zou, Bar Pendry & Garden Room. Guests may also enjoy a 24/7, 1,700 square foot fitness center featuring all-new Technogym equipment and Peloton bikes, as well as an intimate Movement Studio for light stretching, personal yoga and physical activity."
new_york,7,180,26686375,New York Spirit Retreats,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/72/93/79/cozy-pod-room-with-lockable.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d26686375-Reviews-New_York_Spirit_Retreats-New_York_City_New_York.html,4.9,241,#1 of 190 Speciality lodging in New York City,29,776,"370 8th Ave 4th Floor, New York City, NY 10001",+1 646-305-5241,40.748726,-73.9958,New York City,,,94,228,Limited Service Property,,Free Wifi,Breakfast included,是,2026 Travelers' Choice,"Central Manhattan hostel with cozy, well-designed rooms and shared bathrooms. Budget-friendly option for solo travelers. Features a peaceful atmosphere, quiet hours, and a top-floor dining area.",,,Individual lockable pod rooms
new_york,1,0,224214,The Bryant Park Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/f4/b6/88/junior-suite-park-view.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,4.8,5552,#1 of 525 hotels in New York City,1,776,"40 West 40th Street, New York City, NY 10018-2602",+1 212-869-0100,40.752895,-73.983696,New York City,$359,$359,367,1145,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice Best of the Best,"Luxury hotel with park view rooms, junior suites, and Molton Brown bath products. Features a renowned restaurant and ideal location near Bryant Park, 5th Avenue, Times Square, and public transit.",,,"Nestled at the entrance of Bryant Park on 40th Street, between 5th and 6th Avenues, The Bryant Park Hotel is a serene retreat in the heart of Midtown Manhattan. Surrounded by Fifth Avenue shopping, the Theater District, and world-class museums, our boutique hotel seamlessly blends luxury with convenience. Guests enjoy complimentary in-room Wi-Fi, along with Illy coffee and freshly baked muffins in our lobby from 7 AM to 10 AM. Indulge in exquisite Japanese cuisine at Koi NYC, or unwind at Célon, our award-winning lounge, open Monday through Saturday. Enhance your stay in our state-of-the-art private screening room—perfect for film viewings, corporate events, and special occasions. With breathtaking views, impeccable service, and elegantly designed rooms, The Bryant Park Hotel offers an experience of sophistication, comfort, and warm hospitality. We look forward to welcoming you."
new_york,1,0,10679074,LUMA Hotel Times Square,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/28/35/d4/luma-hotel-times-square.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d10679074-Reviews-LUMA_Hotel_Times_Square-New_York_City_New_York.html,4.8,3738,#7 of 525 hotels in New York City,7,776,"120 West 41st Street, New York City, NY 10036-7315",+1 212-730-0099,40.75458,-73.9858,New York City,$251,$251,294,773,Hotel,,Restaurant|Bar/Lounge|Air conditioning|Free Wifi,,是,2026 Travelers' Choice Best of the Best,"Centrally located near Times Square, Bryant Park, and major attractions, this trendy hotel offers outstanding service, a quiet atmosphere, and unique amenities like a sound machine and robot room service. Guests praise its on-site restaurant, expert local recommendations, and unbeatable convenience.",,,"LUMA Hotel Times Square is located on 41st Street between Broadway and Avenue of the Americas in the heart of New York City. Steps from Times Square and Bryant Park. Bright, innovative and inviting, LUMA shines a light on the best of modern hospitality and illuminates guests with dynamic energy and an independent spirit. 130 well-appointed guest rooms with floor-to-ceiling windows for enjoying natural light and taking in views of Manhattan that are ideally situated amongst developing tech firms, and international fashion houses, as well as steps away from New York City landmarks and attractions. Featuring AperiBar a chic Italianesque restaurant and cocktail bar by acclaimed Chef Charlie Palmer."
new_york,2,30,15135187,Park Terrace Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/28/8a/e2/lobby.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d15135187-Reviews-Park_Terrace_Hotel-New_York_City_New_York.html,4.8,3051,#8 of 525 hotels in New York City,8,776,"18 West 40th Street, New York City, NY 10018",+1 212-781-6400,40.75249,-73.98311,New York City,$365,$365,351,874,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Modern, eco-friendly hotel in a prime Manhattan location near Times Square and Bryant Park. Features chic rooms, a cozy terrace with stunning views, a stylish bar, and unique touches like water stations, refillable bottles, and a sauna. Perfect for exploring NYC with upscale amenities.",,,"Find refuge at a luxury address that mixes impeccable, artful design and warm natural light with the iconic style that embodies NYC. Park Terrace Hotel, overlooking Bryant Park, places you at the epicenter of Midtown Manhattan - offering a place to feel inspired by the city's energy as you network, explore or relax. Enjoy easy access to New York favorites like luxe Fifth Avenue shopping, Broadway, the New York Public Library, Grand Central Terminal and the Empire State Building. Tailor-made to reflect our location in Midtown Manhattan, guest rooms and studios at Park Terrace Hotel are at once airy, urban, and endlessly inviting with cutting-edge amenities. Designed by Stonehill Taylor, our 226 accommodations feature a fresh and natural aesthetic-not unlike Bryant Park itself-which many of our rooms and studios overlook. Park Terrace Hotel also offers new meeting & event space, onsite dining, fitness center, and Branch - a private members club with terrace overlooking Bryant Park."
new_york,7,180,4702789,The Towers at Lotte New York Palace,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/7c/6b/ee/the-towers-at-the-new.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d4702789-Reviews-The_Towers_at_Lotte_New_York_Palace-New_York_City_New_York.html,4.8,3039,#23 of 525 hotels in New York City,23,776,"455 Madison Avenue At 50th Street, New York City, NY 10022",+1 212-888-7000,40.758144,-73.97468,New York City,"$1,271","$1,271",702,2155,Hotel,,Spa|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Luxury hotel in Midtown Manhattan with spacious rooms, stunning views of St. Patrick's Cathedral, historic charm, and curated NYC experiences. Prime location near landmarks and cultural attractions.",,,"With just 176 rooms and suites, The Towers at Lotte New York Palace occupy Lotte New York Palace's top 14 floors. Housing the hotel's most distinctive suites and the city's most spacious guest rooms, the Towers at Lotte New York Palace offer newly re-styled accommodations with breathtaking skyline views and unrivaled service. Towers guests enjoy luxurious amenities including butler service, an exclusive private lobby and dedicated concierge."
new_york,2,30,5550873,Archer Hotel New York,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/21/92/16/archer-hotel-new-york.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d5550873-Reviews-Archer_Hotel_New_York-New_York_City_New_York.html,4.7,5434,#49 of 525 hotels in New York City,50,776,"45 West 38th Street, New York City, NY 10018",+1 212-719-4100,40.752056,-73.9847,New York City,$271,$271,238,825,Hotel,,Restaurant|Bar/Lounge|Air conditioning|Pets Allowed,,是,2026 Travelers' Choice,"Centrally located Midtown hotel near Bryant Park and subway stations. Features rooftop bar with Empire State Building views, Nespresso machines, coffee bar, turn-down service, and attentive staff.",,,"Archer New York is a Midtown Manhattan boutique hotel and welcoming residence filled with curated luxuries that evoke the soul of its Garment District neighborhood. The 22-story, luxury hotel on West 38th between Fifth and Sixth Avenues is home to 180 guest rooms, Spyglass Rooftop Bar and AKB, a hotel bar. Accommodations boast complimentary Wi-Fi, 42-inch flat-screen TV, Frette towels and bathrobes, Malin+Goetz bath amenities and a Nespresso coffee experience. Hotel amenities include curated souvenirs from local artisans, concierge service, complimentary business services and a 100% smoke-free environment."
new_york,9,240,7891458,Arlo Soho,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/86/f4/cc/arlo-bicycle-and-message.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d7891458-Reviews-Arlo_Soho-New_York_City_New_York.html,4.7,4091,#17 of 525 hotels in New York City,17,776,"231 Hudson Street, New York City, NY 10013",+1 212-342-7000,40.72449,-74.00797,New York City,$275,$275,226,751,Hotel,,Restaurant|Bar/Lounge|Air conditioning|Pets Allowed,Sponsored,否,,"Stylish hotel in uptown Manhattan with a rooftop bar offering stunning views, cozy common spaces, and modern design. Conveniently located near attractions, restaurants, and subway lines. Compact yet functional rooms, excellent dining, and a professional, attentive staff.",,,"Arlo SoHo Hotel features 321 thoughtfully designed micro guestrooms with modern furniture and efficient storage space. The hotel is an easy walk to SoHo, Hudson Square, Tribeca, West Village or the picturesque paths along the Hudson River. Four unique restaurants and bars can be found within the hotel including Lindens, Foxtail and ART SoHo rooftop bar with views of the Hudson River. Ten distinct meeting spaces allow each meeting or event its own personality. Arlo's adaptable spaces can provide the perfect, creative backdrop for up to 250 guests. Arlo SoHo is a homebase for urban explorers."
new_york,6,150,1776857,"The Langham, New York, Fifth Avenue",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e5/84/82/the-langham-new-york.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d1776857-Reviews-The_Langham_New_York_Fifth_Avenue-New_York_City_New_York.html,4.7,3429,#86 of 525 hotels in New York City,87,776,"400 Fifth Avenue, New York, New York City, NY 10018-2753",+1 212-695-4005,40.75007,-73.983765,New York City,"$1,024","$1,024",707,2170,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice Best of the Best,"Luxury hotel in Manhattan with prime location on Fifth Avenue. Features exceptional service, calm atmosphere, Michelin-starred Ai Fiori restaurant, Empire State Building views, and house car service.",,,"The Langham, New York, Fifth Avenue is a modern sanctuary of serenity in the heart of Manhattan. Perfectly located between Bryant Park and the Empire State Building, the hotel offers spacious rooms and suites—among the largest in the city—featuring chic furnishings, a refined color palette, and original artwork by contemporary American artist, Alex Katz. Guests can enjoy exclusive access to The Langham Club and a range of award-winning dining experiences, including Michelin-starred Ai Fiori, the stylish Bar Fiori, casual delights at Maison Kayser, and even Sky Terrace, a secret rooftop dining concept. Stay active in the 24-hour fitness center or host unforgettable events in versatile spaces ideal for weddings, meetings, and social gatherings. Whether visiting for business or leisure, The Langham, New York, Fifth Avenue delivers the legendary hospitality and personalized service that have made The Langham Hotels a global benchmark of elegance."
new_york,6,150,10066892,Hotel 50 Bowery - JDV by Hyatt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/18/19/16/hotel-50-bowery-nyc.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_JDV_by_Hyatt-New_York_City_New_York.html,4.7,3152,#50 of 525 hotels in New York City,51,776,"50 Bowery, New York City, NY 10013-4801",+1 212-508-8000,40.71583,-73.996544,New York City,,,251,693,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Stylish, modern hotel in a prime location near Chinatown, Little Italy, and the Lower East Side. Features spacious rooms with stunning city and Manhattan Bridge views, a rooftop bar with skyline vistas, and easy access to dining, attractions, and subway stations. Great value for NYC stays.",,,"50 Bowery is a boutique hotel that captures the energy of NYC, inspired by the cultural crossroads of our location on Manhattan's oldest street, where diverse cultures have come together for centuries. With this hotel's convenient location on Bowery near Canal Street and the Manhattan Bridge, getting anywhere in NYC will be a breeze. We celebrate the joy of life, where General Washington communed with his men at the Bull's Head Tavern, where actors once took the stage at the vibrant New York Theater, and where new Americans from Europe and Asia brought their optimism and ambition. Our green key certified hotel is crowned with a rooftop terrace lounge overlooking the Manhattan skyline. Where diverse cultures have come together for centuries. A springboard to some of New York City's most vibrant neighborhoods, from here in the heart of Chinatown to the Lower East Side, Tribeca, Soho, Little Italy, Financial District and Brooklyn."
new_york,1,0,6883205,1 Hotel Central Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/bd/89/df/1-hotel-central-park.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d6883205-Reviews-1_Hotel_Central_Park-New_York_City_New_York.html,4.7,2912,#35 of 525 hotels in New York City,36,776,"1414 6th Ave, New York City, NY 10019",+1 212-703-2001,40.76483,-73.97652,New York City,$511,$511,532,1469,Hotel,,Spa|Restaurant|Bar/Lounge|Fitness centre,,是,2026 Travelers' Choice Best of the Best,"Eco-focused boutique hotel near Central Park with reclaimed wood, live plants, and sustainable design. Features unique room amenities, natural ambiance, and staff offering local expertise and recommendations.",,,"Your New York City sanctuary, right off the park-and steps from the heart of Manhattan."
new_york,3,60,7255276,The Knickerbocker Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/be/6f/77/the-knick-nyc.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g60763-d7255276-Reviews-The_Knickerbocker_Hotel-New_York_City_New_York.html,4.6,8915,#46 of 525 hotels in New York City,47,776,"6 Times Square SE Corner Of 42nd St. & Broadway, New York City, NY 10036",+1 212-204-4980,40.755608,-73.986275,New York City,$286,$286,348,1148,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Modern hotel in the heart of Times Square with beautifully appointed rooms and exceptional service. Features a stunning rooftop bar with breathtaking views, curated cocktails, and a chic atmosphere. Steps from main attractions, subway access, and a top-rated steakhouse.",,,"The Knickerbocker, a member of Leading Hotels of the World, reopened its doors in February 2015 as the only Five-Star hotel in Times Square, after completing an expansive $250 million renovation by acclaimed interior designers Gabellini Sheppard. The Beaux Arts monument to New York's coming of age is situated at the southeast corner of 42nd Street between Broadway and Bryant Park. The hotel originally opened in 1906 by John Jacob Astor IV and welcomed both glitterati and dignitaries including such notables as Enrico Caruso, John D Rockefeller and F. Scott Fitzgerald. A New York City landmark, The Knickerbocker boasts 330 guest rooms including 31 suites; a signature restaurant and bar, Charlie Palmer Steak IV; St. Cloud-a 7,800-square-foot rooftop bar; a 2,200-square-foot event space for up to 160 guests; a ground level café, Jake's; and a state-of-the art fitness center."
